Document_id,Cleaned data,,Sentiment,
,Review 295,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 296,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 297,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 298,The humour and tone of these characters was great.,,positive
,Review 299," I couldn't get my eyes off the screen! The Kung Fu is very good, and the visual effects are wonderful. I enjoyed every second of this film.",,positive
,Review 300,"Honestly, on all levels this movie excels",,positive
,Review 301,It truly is a unique film to have a mostly all-Asian cast in a superhero movie.,,positive
,Review 302,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 303,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 304,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 305,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 306,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 307, I enjoyed this introduction to a new MCU superhero,,positive
,Review 308,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 309,"A great part played by all members on this film, extras included, Shang Chi's cast shows that acting is not dead and characters can be utilized well",,positive
,Review 310,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 311," I couldn't get my eyes off the screen! The Kung Fu is very good, and the visual effects are wonderful. I enjoyed every second of this film.",,positive
,Review 312," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 313,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 314,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 315,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 316,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 317,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 318,The humour and tone of these characters was great.,,positive
,Review 319,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 320,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 321," I couldn't get my eyes off the screen! The Kung Fu is very good, and the visual effects are wonderful. I enjoyed every second of this film.",,positive
,Review 322,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 323,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 324,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 325,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 326,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 327,"Honestly, on all levels this movie excels",,positive
,Review 328,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 329,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 330,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 331,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 332," I couldn't get my eyes off the screen! The Kung Fu is very good, and the visual effects are wonderful. I enjoyed every second of this film.",,positive
,Review 333,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 334,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 335,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 336,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 337,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 338,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 339,The special effects are excellent,,positive
,Review 340, I enjoyed this introduction to a new MCU superhero,,positive
,Review 341,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 342,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 343,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 344,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 345,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 346,The humour and tone of these characters was great.,,positive
,Review 347,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 348,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 349,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 350,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 351,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 352,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 353,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 354,"Honestly, on all levels this movie excels",,positive
,Review 355,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 356,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 357,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 358,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 359,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 360,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 361,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 362, I enjoyed this introduction to a new MCU superhero,,positive
,Review 363,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 364,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 365,"Honestly, on all levels this movie excels",,positive
,Review 366,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 367,We get some absolutely amazing fight scenes which seem right out of a classic Chinese martial arts movie,,positive
,Review 368,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 369,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 370,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 371,The humour and tone of these characters was great.,,positive
,Review 372,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 373,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 374,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 375,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 376,The humour and tone of these characters was great.,,positive
,Review 377,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 378,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 379,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 380,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 381,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 382,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 383,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 384,"Honestly, on all levels this movie excels",,positive
,Review 385,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 386," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 387,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 388,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 389,The special effects are excellent,,positive
,Review 390,"Fast paced, energetic, and relentless, not particularly the genre I normally go to, or enjoy, but I loved every second of it, a visual masterpiece",,positive
,Review 391,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 392, I enjoyed this introduction to a new MCU superhero,,positive
,Review 393,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 394,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 395,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 396,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 397,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 398,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 399,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 400,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 401,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 402,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 403,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 404,"Honestly, on all levels this movie excels",,positive
,Review 405,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 406,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 407,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 408,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 409, I enjoyed this introduction to a new MCU superhero,,positive
,Review 410,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 411,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 412,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 413,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 414,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 415,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 416,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 417,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 418,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 419,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 420,The special effects are excellent,,positive
,Review 421,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 422,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 423,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 424,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 425,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 426,"Fast paced, energetic, and relentless, not particularly the genre I normally go to, or enjoy, but I loved every second of it, a visual masterpiece",,positive
,Review 427,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 428,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 429,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 430, I enjoyed this introduction to a new MCU superhero,,positive
,Review 431,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 432,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 433,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 434,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 435,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 436,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 437,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 438,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 439,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 440,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 441,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 442,The special effects are excellent,,positive
,Review 443,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 444,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 445,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 446,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 447,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 448," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 449, I enjoyed this introduction to a new MCU superhero,,positive
,Review 450,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 451,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 452,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 453,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 454,"There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.",,positive
,Review 455,"The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages",,positive
,Review 456,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 457,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 458,"The film looks fantastic, the CGI is all beautiful and I think it does an excellent job of building this world of Martial arts that is very different to other elements of the MCU.",,positive
,Review 459,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 460,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 461," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 462,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 463,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 464,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 465,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 466,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 467,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 468,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 469,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 470,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 471, I enjoyed this introduction to a new MCU superhero,,positive
,Review 472,"The film looks fantastic, the CGI is all beautiful and I think it does an excellent job of building this world of Martial arts that is very different to other elements of the MCU.",,positive
,Review 473," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 474,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 475,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 476,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 477,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 478,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 479," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 480,"The film looks fantastic, the CGI is all beautiful and I think it does an excellent job of building this world of Martial arts that is very different to other elements of the MCU.",,positive
,Review 481,The fight scenes we well worked through and the opening bus sequence was very memorable,,positive
,Review 482,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 483,There are scenes of dialogue that gave me goosebumps. ,,positive
,Review 484,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 485," I loved all the characters, i loved all the casting choices, i loved the performances. ",,positive
,Review 486,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 487,"The choreography is matched in skill by the cinematography. Not only are we seeing incredible fighting, the camera is dynamic, celebrating and highlighting how incredible it is",,positive
,Review 488,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 489,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 490,The special effects are excellent,,positive
,Review 491,"movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat",,positive
,Review 492,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,Review 493,Director did a great job in capturing the action and fight sequences. Even with the epic climax of the dragon battle.,,positive
,Review 494, I enjoyed this introduction to a new MCU superhero,,positive
,Review 495,Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves.,,positive
,Review 496,I find this film engaging from start to finish and the visual effects are wonderful and enjoyed every second of the film,,positive
,Review 497,Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.,,positive
,Review 498,"It features impressive visuals, engaging action scenes, and entertaining characters.",,positive
,Review 499,I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.,,positive
,Review 500,The music score was good as well. The action sequences are great and exciting. Every set piece had an awesome martial arts choreography which was well shot with the cinematography.,,positive
,,,,
"© 2022 GitHub, Inc.",,,,
Terms,,,,
Privacy,,,,
Security,,,,
Status,,,,
Docs,,,,
Contact GitHub,,,,
Pri,,,,
